# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,342.089,51,0.007,7.11e-5,9.792,NaN,23.327,NaN,0,0,0,0.45,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.945,90,15,1013.25,0.001,340.389,0.006,6.181e4,4,12.566,0.01,0.006,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,341.992,50.903,0.007,7.11e-5,9.792,NaN,23.322,NaN,0.675,0.202,0,0.449,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,90,15,1013.25,0.001,340.389,0.006,6.221e4,4,12.566,0.01,0.01,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,341.895,50.806,0.007,7.109e-5,9.792,NaN,23.317,NaN,1.35,0.403,0,0.449,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.971,90,15,1013.25,0.001,340.389,0.006,6.262e4,4,12.566,0.01,0.011,0
0.03,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,341.797,50.709,0.007,7.109e-5,9.792,NaN,23.312,NaN,2.025,0.605,0,0.448,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.984,90,15,1013.25,0.001,340.389,0.006,6.303e4,4,12.566,0.01,0.012,0
0.04,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,341.7,50.611,0.007,7.108e-5,9.792,NaN,23.307,NaN,2.7,0.807,0,0.447,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.997,90,15,1013.25,0.001,340.389,0.006,6.344e4,4,12.566,0.01,0.013,0
0.05,0,0,1.462e-4,1.547e-4,0.088,0.093,0,0,0,0,5.078e-5,0.03,28.61,-80.6,89.996,0,0,0,90,0,341.603,50.514,0.007,7.108e-5,9.792,NaN,23.302,NaN,3.375,1.009,0,0.446,0.101,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,90,15,1013.25,0.001,340.389,0.006,6.384e4,4,12.566,0.01,0.013,2.013e-8
0.06,3.883e-5,3.883e-5,0.011,0.011,2.067,2.067,-2.045e-6,0,2.045e-6,270,3.596e-4,0.031,28.61,-80.6,89.693,0,0,0,90,0,341.506,50.417,0.007,7.107e-5,9.792,NaN,23.297,NaN,4.05,1.211,0,0.445,0.101,0.12,2.577e-7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.035,90,15,1013.25,0.001,340.389,0.006,6.465e4,4,12.566,0.01,0.014,1.399e-6
0.07,2.844e-4,2.844e-4,0.041,0.041,4.048,4.048,-7.221e-6,0,7.221e-6,270,6.769e-4,0.032,28.61,-80.6,88.846,0,0,0,90,0,341.409,50.32,0.007,7.107e-5,9.792,NaN,23.292,NaN,4.725,1.413,4.402e-8,0.443,0.101,0.12,1.347e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,90,15,1013.25,0.001,340.389,0.006,6.547e4,4,12.566,0.01,0.016,5.313e-6
0.08,9.347e-4,9.347e-4,0.092,0.092,6.029,6.029,-1.561e-5,0,1.561e-5,270,0.001,0.033,28.61,-80.6,87.477,0,0,0,90,0,341.312,50.223,0.007,7.106e-5,9.792,NaN,23.287,NaN,5.4,1.616,4.643e-7,0.442,0.101,0.12,1.384e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.086,90,15,1013.25,0.001,340.389,0.006,6.632e4,4,12.566,0.01,0.017,1.176e-5
0.09,0.002,0.002,0.162,0.162,8.012,8.012,-2.731e-5,0,2.731e-5,270,0.001,0.034,28.61,-80.6,85.609,0,0,0,90,0,341.215,50.126,0.007,7.106e-5,9.792,NaN,23.283,NaN,6.075,1.818,2.462e-6,0.44,0.101,0.12,7.14e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,90,15,1013.25,0.001,340.389,0.006,6.726e4,4,12.566,0.01,0.018,2.075e-5
0.1,0.004,0.004,0.252,0.252,9.996,9.996,-4.242e-5,0,4.242e-5,270,0.002,0.035,28.61,-80.6,83.268,0,0,0,90,0,341.118,50.029,0.007,7.105e-5,9.792,NaN,23.278,NaN,6.75,2.021,8.902e-6,0.438,0.101,0.12,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,90,15,1013.25,0.001,340.389,0.006,6.834e4,4,12.566,0.01,0.019,3.228e-5
0.11,0.007,0.007,0.362,0.362,11.981,11.981,-6.101e-5,0,6.101e-5,270,0.002,0.035,28.61,-80.6,80.33,0,0,0,90,0,341.02,49.931,0.007,7.105e-5,9.792,NaN,23.273,NaN,7.425,2.223,2.562e-5,0.438,0.101,0.12,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.127,90,15,1013.249,0.001,340.389,0.006,6.848e4,4,12.566,0.01,0.02,4.635e-5
0.12,0.012,0.012,0.492,0.492,13.967,13.967,-8.312e-5,0,8.312e-5,270,0.002,0.035,28.61,-80.6,76.9,0,0,0,90,0,340.923,49.834,0.007,7.104e-5,9.792,NaN,23.268,NaN,8.1,2.426,6.196e-5,0.437,0.101,0.12,0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,90,15,1013.249,0.001,340.389,0.006,6.894e4,4,12.566,0.01,0.021,6.296e-5
0.13,0.017,0.017,0.641,0.641,15.954,15.954,-1.088e-4,0,1.088e-4,270,0.003,0.036,28.61,-80.6,73.031,0,0,0,90,0,340.826,49.737,0.007,7.104e-5,9.792,NaN,23.263,NaN,8.775,2.629,1.315e-4,0.435,0.101,0.12,0.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,90,15,1013.248,0.001,340.389,0.006,6.982e4,4,12.566,0.01,0.022,8.211e-5
# Event LIFTOFF occurred at t=0.14 seconds
0.14,0.024,0.024,0.811,0.811,17.942,17.942,-1.38e-4,0,1.38e-4,270,0.003,0,28.61,-80.6,68.8,0,0,0,90,0,340.729,49.64,0.007,7.103e-5,9.792,NaN,23.258,NaN,9.45,2.832,2.52e-4,0.433,0.101,0.12,0.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.093,90,15,1013.247,0.001,340.389,0.007,7.124e4,4,12.566,0.01,0.025,1.038e-4
0.15,0.033,0.033,1,1,19.931,19.931,-1.691e-4,0,1.691e-4,270,0.003,0,28.61,-80.6,64.313,0,0,0,90,0,340.632,49.543,0.007,7.103e-5,9.792,NaN,23.253,NaN,10.125,3.036,4.446e-4,0.43,0.101,0.12,0.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.082,90,15,1013.246,0.001,340.389,0.007,7.331e4,4,12.566,0.01,0.026,1.281e-4
0.16,0.045,0.045,1.209,1.209,21.921,21.921,-2.001e-4,0,2.001e-4,270,0.003,0,28.61,-80.6,60.107,0,0,0,90,0,340.535,49.446,0.007,7.102e-5,9.792,NaN,23.248,NaN,10.8,3.239,7.23e-4,0.424,0.101,0.12,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.107,90,15,1013.245,0.001,340.389,0.007,7.711e4,4,12.566,0.01,0.027,1.548e-4
0.17,0.058,0.058,1.439,1.439,23.911,23.911,-2.312e-4,0,2.312e-4,270,0.003,0,28.61,-80.6,55.945,0,0,0,90,0,340.438,49.349,0.007,7.102e-5,9.792,NaN,23.243,NaN,11.475,3.442,0.001,0.418,0.101,0.12,0.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.131,90,15,1013.243,0.001,340.389,0.008,8.162e4,4,12.566,0.01,0.028,1.842e-4
0.18,0.073,0.073,1.688,1.688,25.903,25.903,-2.623e-4,0,2.623e-4,270,0.003,0,28.61,-80.6,51.907,0,0,0,90,0,340.34,49.251,0.007,7.101e-5,9.792,NaN,23.238,NaN,12.15,3.646,0.002,0.411,0.101,0.12,0.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.156,90,15,1013.241,0.001,340.389,0.008,8.692e4,4,12.566,0.01,0.029,2.161e-4
0.19,0.092,0.092,1.957,1.957,27.895,27.895,-2.933e-4,0,2.933e-4,270,0.003,0,28.61,-80.6,48.057,0,0,0,90,0,340.243,49.154,0.007,7.101e-5,9.792,NaN,23.233,NaN,12.825,3.849,0.002,0.404,0.101,0.12,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.181,90,14.999,1013.239,0.001,340.389,0.009,9.301e4,4,12.566,0.01,0.031,2.505e-4
0.2,0.113,0.113,2.246,2.246,29.887,29.887,-3.244e-4,0,3.244e-4,270,0.003,0,28.61,-80.6,44.438,0,0,0,90,0,340.146,49.057,0.007,7.1e-5,9.792,NaN,23.229,NaN,13.5,4.053,0.003,0.396,0.101,0.12,0.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,90,14.999,1013.237,0.001,340.388,0.009,9.993e4,4,12.566,0.01,0.031,2.875e-4
0.21,0.137,0.137,2.551,2.551,31.165,31.165,-3.555e-4,0,3.555e-4,270,0.003,0,28.61,-80.6,40.908,0,0,0,90,0,339.891,48.802,0.007,7.099e-5,9.792,NaN,23.216,NaN,13.925,4.184,0.004,0.389,0.101,0.12,0.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.213,90,14.999,1013.234,0.001,340.388,0.01,1.072e5,4,12.566,0.01,0.032,3.266e-4
0.22,0.164,0.164,2.869,2.869,32.443,32.443,-3.865e-4,0,3.865e-4,270,0.003,0,28.61,-80.6,37.715,0,0,0,90,0,339.635,48.546,0.007,7.098e-5,9.792,NaN,23.203,NaN,14.35,4.315,0.005,0.382,0.101,0.12,0.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.222,90,14.999,1013.231,0.001,340.388,0.011,1.152e5,4,12.566,0.01,0.033,3.673e-4
0.23,0.194,0.194,3.2,3.2,33.723,33.723,-4.176e-4,0,4.176e-4,270,0.003,0,28.61,-80.6,34.836,0,0,0,90,0,339.38,48.291,0.007,7.096e-5,9.792,NaN,23.19,NaN,14.775,4.446,0.007,0.375,0.101,0.12,0.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23,90,14.999,1013.227,0.001,340.388,0.011,1.239e5,4,12.566,0.01,0.034,4.097e-4
0.24,0.228,0.228,3.543,3.543,35.005,35.005,-4.486e-4,0,4.486e-4,270,0.003,0,28.61,-80.6,32.243,0,0,0,90,0,339.124,48.035,0.007,7.095e-5,9.792,NaN,23.176,NaN,15.2,4.577,0.008,0.369,0.101,0.12,0.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.238,90,14.999,1013.223,0.001,340.388,0.012,1.331e5,4,12.566,0.01,0.035,4.537e-4
0.25,0.265,0.265,3.9,3.9,36.287,36.287,-4.797e-4,0,4.797e-4,270,0.003,0,28.61,-80.6,29.91,0,0,0,90,0,338.869,47.78,0.007,7.094e-5,9.792,NaN,23.163,NaN,15.625,4.709,0.01,0.362,0.101,0.12,0.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.246,90,14.998,1013.219,0.001,340.388,0.013,1.429e5,4,12.566,0.01,0.036,4.993e-4
0.26,0.306,0.306,4.269,4.269,37.572,37.572,-5.108e-4,0,5.108e-4,270,0.003,0,28.61,-80.6,27.56,0,0,0,90,0,338.613,47.525,0.007,7.093e-5,9.792,NaN,23.15,NaN,16.05,4.841,0.012,0.356,0.101,0.12,0.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.231,90,14.998,1013.214,0.001,340.388,0.014,1.53e5,4,12.566,0.01,0.037,5.466e-4
0.27,0.35,0.35,4.651,4.651,38.857,38.857,-5.418e-4,0,5.418e-4,270,0.003,0,28.61,-80.6,25.442,0,0,0,90,0,338.358,47.269,0.007,7.091e-5,9.792,NaN,23.137,NaN,16.475,4.972,0.014,0.35,0.101,0.12,0.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.216,90,14.998,1013.209,0.001,340.388,0.015,1.637e5,4,12.566,0.01,0.038,5.955e-4
0.28,0.399,0.399,5.046,5.046,40.144,40.144,-5.729e-4,0,5.729e-4,270,0.003,0,28.61,-80.6,23.531,0,0,0,90,0,338.103,47.014,0.007,7.09e-5,9.792,NaN,23.124,NaN,16.9,5.105,0.016,0.345,0.101,0.12,0.704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.201,90,14.997,1013.203,0.001,340.387,0.016,1.749e5,4,12.566,0.01,0.044,6.461e-4
0.29,0.451,0.451,5.454,5.454,41.433,41.433,-6.04e-4,0,6.04e-4,270,0.003,0,28.61,-80.6,21.806,0,0,0,90,0,337.847,46.758,0.007,7.089e-5,9.792,NaN,23.111,NaN,17.325,5.237,0.019,0.34,0.101,0.12,0.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.185,90,14.997,1013.197,0.001,340.387,0.017,1.866e5,4,12.566,0.01,0.046,6.983e-4
0.3,0.508,0.508,5.875,5.875,42.722,42.722,-6.35e-4,0,6.35e-4,270,0.003,0,28.61,-80.6,20.245,0,0,0,90,0,337.592,46.503,0.007,7.088e-5,9.792,NaN,23.098,NaN,17.75,5.369,0.022,0.334,0.101,0.12,0.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.17,90,14.997,1013.19,0.001,340.387,0.018,1.989e5,4,12.566,0.01,0.047,7.522e-4
0.31,0.569,0.569,6.309,6.309,44.013,44.013,-6.661e-4,0,6.661e-4,270,0.003,0,28.61,-80.6,19.05,0,0,0,90,0,337.336,46.247,0.007,7.086e-5,9.792,NaN,23.085,NaN,18.175,5.502,0.024,0.329,0.101,0.12,0.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.181,90,14.996,1013.183,0.001,340.387,0.02,2.12e5,4,12.566,0.01,0.048,8.077e-4
0.32,0.634,0.634,6.755,6.755,45.306,45.306,-6.971e-4,0,6.971e-4,270,0.003,0,28.61,-80.6,17.962,0,0,0,90,0,337.081,45.992,0.007,7.085e-5,9.792,NaN,23.071,NaN,18.6,5.635,0.027,0.325,0.101,0.12,0.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.193,90,14.996,1013.176,0.001,340.386,0.021,2.256e5,4,12.566,0.01,0.049,8.649e-4
0.33,0.704,0.704,7.215,7.215,46.6,46.6,-7.282e-4,0,7.282e-4,270,0.003,0,28.61,-80.6,16.969,0,0,0,90,0,336.825,45.736,0.007,7.084e-5,9.792,NaN,23.058,NaN,19.025,5.768,0.031,0.32,0.101,0.12,0.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,90,14.995,1013.167,0.001,340.386,0.022,2.397e5,4,12.566,0.01,0.05,9.237e-4
0.34,0.778,0.778,7.687,7.687,47.895,47.895,-7.593e-4,0,7.593e-4,270,0.003,0,28.61,-80.6,16.061,0,0,0,90,0,336.57,45.481,0.007,7.082e-5,9.792,NaN,23.045,NaN,19.45,5.902,0.034,0.316,0.101,0.12,0.696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.216,90,14.995,1013.159,0.001,340.386,0.024,2.542e5,4,12.566,0.01,0.05,9.842e-4
0.35,0.858,0.858,8.173,8.173,49.191,49.191,-7.903e-4,0,7.903e-4,270,0.003,0,28.61,-80.6,15.228,0,0,0,90,0,336.314,45.226,0.007,7.081e-5,9.792,NaN,23.032,NaN,19.875,6.035,0.038,0.312,0.101,0.12,0.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.228,90,14.994,1013.149,0.001,340.386,0.025,2.691e5,4,12.566,0.01,0.051,0.001
0.36,0.942,0.942,8.671,8.671,50.49,50.49,-8.214e-4,0,8.214e-4,270,0.003,0,28.61,-80.6,14.373,0,0,0,90,0,336.059,44.97,0.007,7.08e-5,9.792,NaN,23.018,NaN,20.3,6.169,0.042,0.308,0.101,0.12,0.677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.225,90,14.994,1013.14,0.001,340.385,0.026,2.844e5,4,12.566,0.01,0.052,0.001
# Event LAUNCHROD occurred at t=0.37 seconds
0.37,1.031,1.031,9.182,9.182,51.789,51.791,-8.525e-4,0,8.525e-4,270,0.003,0.43,28.61,-80.6,13.587,0,0,0,90,0,335.804,44.715,0.007,7.079e-5,9.792,26.436,23.005,0.858,20.725,6.303,0.046,0.304,0.101,0.12,0.666,2.098,1.799,-5.601e-5,0,0,0,0,0,2.222,90,14.993,1013.129,0.001,340.385,0.028,3.001e5,4,12.566,0.015,0.053,0.001
0.385,1.175,1.175,9.974,9.974,53.741,53.743,-9.48e-4,0,9.48e-4,270,0.01,0.442,28.61,-80.6,12.482,0,0.672,6.493e-6,89.995,90,335.42,44.332,0.007,7.077e-5,9.792,26.486,22.985,0.875,21.363,6.504,0.052,0.299,0.101,0.12,0.648,1.866,1.633,-2.098e-4,0,0,0,0,5.909e-5,2.218,90,14.992,1013.112,0.001,340.384,0.03,3.246e5,4,12.566,0.015,0.054,0.001
0.4,1.331,1.331,10.795,10.795,55.696,55.698,-0.001,0,0.001,270,0.016,0.443,28.61,-80.6,11.489,0,1.385,-7.308e-5,89.98,89.999,335.037,43.948,0.006,7.075e-5,9.792,26.535,22.965,0.892,22,6.706,0.059,0.294,0.101,0.12,0.631,1.666,1.486,2.333e-4,0,0,0,0,2.16e-4,2.214,90,14.991,1013.094,0.001,340.384,0.032,3.5e5,4,12.566,0.022,0.055,0.001
0.422,1.588,1.588,12.072,12.072,57.842,57.843,-0.002,0,0.002,270,0.026,0.406,28.61,-80.6,10.021,0,2.526,-1.746e-4,89.936,89.997,334.228,43.139,0.006,7.071e-5,9.792,26.615,22.923,0.923,22.675,6.928,0.07,0.287,0.101,0.12,0.605,1.386,1.279,-7.35e-5,0,0,0,0,5.797e-4,2.173,90,14.99,1013.064,0.001,340.383,0.036,3.895e5,4,12.566,0.034,0.057,0.002
0.456,2.029,2.029,14.078,14.079,61.068,61.069,-0.003,0,0.003,270,0.038,0.28,28.61,-80.6,8.227,0,4.378,-2.238e-5,89.82,89.999,333.013,41.925,0.006,7.065e-5,9.792,26.726,22.859,0.967,23.687,7.264,0.091,0.287,0.101,0.12,0.581,1.07,1.034,2.662e-4,0,0,0,0,0.001,2.118,90,14.987,1013.012,0.001,340.381,0.042,4.521e5,4,12.566,0.05,0.058,0.002
0.506,2.811,2.811,17.252,17.252,65.865,65.865,-0.005,9.995e-9,0.005,270,0.044,0.082,28.61,-80.6,6.365,0,7.454,-6.591e-4,89.526,89.997,331.215,40.126,0.006,7.056e-5,9.792,26.861,22.763,1.025,25.187,7.766,0.129,0.287,0.101,0.12,0.557,0.773,0.79,2.686e-4,0,0,0,0,0.003,2.113,90,14.982,1012.92,0.001,340.378,0.051,5.52e5,4,12.566,0.05,0.059,0.002
0.556,3.758,3.758,20.665,20.665,70.673,70.677,-0.007,1.087e-7,0.007,270.001,0.026,0.692,28.61,-80.6,5.269,0,11.108,-5.169e-4,89.064,89.997,329.416,38.327,0.006,7.047e-5,9.792,26.952,22.666,1.072,26.687,8.273,0.181,0.287,0.101,0.12,0.543,0.613,0.653,3.704e-4,0,0,0,0,0.004,2.273,90,14.976,1012.809,0.001,340.374,0.061,6.603e5,4,12.566,0.044,0.06,0.003
0.6,4.731,4.731,23.849,23.849,74.889,74.907,-0.007,3.455e-7,0.007,270.003,0.024,1.639,28.61,-80.6,3.861,4.524e-7,14.525,-0.002,88.503,89.996,327.842,36.753,0.006,7.039e-5,9.792,27.083,22.58,1.126,28,8.722,0.233,0.287,0.101,0.121,0.529,0.424,0.472,1.914e-5,0,0,0,0,0.005,2.213,90,14.969,1012.695,0.001,340.37,0.07,7.608e5,4,12.566,0.05,0.06,0.003
0.65,6.019,6.019,27.717,27.717,79.805,79.867,-0.003,1.026e-6,0.003,270.019,0.141,3.129,28.61,-80.6,2.589,7.441e-7,18.213,3.07e-4,87.683,89.996,325.611,34.522,0.006,7.028e-5,9.792,27.218,22.458,1.19,29.5,9.252,0.309,0.287,0.101,0.121,0.519,0.269,0.314,1.64e-4,0,0,0,0,0.006,2.238,90,14.961,1012.544,0.001,340.365,0.082,8.835e5,4,12.566,0.05,0.061,0.004
0.7,7.507,7.507,31.829,31.831,84.689,84.847,0.009,2.304e-6,0.009,89.985,0.346,5.167,28.61,-80.6,1.202,4.54e-7,21.058,0.002,86.696,89.999,323.38,32.292,0.006,7.016e-5,9.792,27.386,22.333,1.263,31,9.79,0.401,0.287,0.101,0.121,0.511,0.117,0.142,1.243e-5,0,0,0,0,0.006,2.162,90,14.951,1012.37,0.001,340.359,0.094,1.014e6,4,12.566,0.05,0.062,0.004
0.75,9.206,9.206,36.185,36.191,89.507,89.831,0.033,3.91e-6,0.033,89.993,0.664,7.615,28.61,-80.6,0.031,0,22.159,0.144,85.607,90.002,321.15,30.061,0.006,7.005e-5,9.792,27.549,22.207,1.335,32.5,10.335,0.516,0.287,0.101,0.121,0.51,0.003,-0.001,-3.356e-4,0,0,0,0,0.005,2.135,90,14.94,1012.17,0.001,340.353,0.107,1.152e6,4,12.566,0.05,0.063,0.005
0.8,11.129,11.129,40.779,40.794,94.243,94.807,0.077,4.79e-6,0.077,89.996,1.112,10.331,28.61,-80.6,0.923,-1.501e-6,-20.73,0.005,84.522,90.006,318.919,27.83,0.006,6.994e-5,9.792,27.425,22.079,1.336,34,10.887,0.658,0.287,0.101,0.122,0.511,0.089,0.122,4.889e-4,0,0,0,0,-0.004,2.137,90,14.928,1011.945,0.001,340.345,0.12,1.299e6,4,12.566,0.05,0.064,0.005
0.85,13.285,13.285,45.453,45.484,92.713,93.519,0.147,2.752e-6,0.147,89.999,1.678,12.25,28.61,-80.6,1.466,-8.212e-7,-16.168,0.007,83.587,90.007,316.545,25.456,0.006,6.982e-5,9.792,27.356,21.941,1.354,33.5,10.808,0.822,0.287,0.101,0.122,0.514,0.144,0.198,3.541e-4,0,0,0,0,-0.002,2.256,90,14.914,1011.692,0.001,340.337,0.134,1.448e6,4,12.566,0.032,0.065,0.006
0.882,14.807,14.807,48.441,48.486,91.697,92.646,0.208,-7.779e-7,0.208,90,2.092,13.226,28.61,-80.6,1.75,-2.569e-6,-11.365,0.006,83.136,90.007,315.005,23.917,0.006,6.975e-5,9.792,27.321,21.85,1.368,33.176,10.755,0.937,0.287,0.102,0.123,0.516,0.175,0.239,7.693e-5,0,0,0,0,-7.462e-4,2.243,90,14.904,1011.513,0.001,340.331,0.143,1.544e6,4,12.566,0.023,0.066,0.006
0.906,15.961,15.961,50.57,50.627,90.977,92,0.26,-4.487e-6,0.26,90.001,2.406,13.68,28.61,-80.6,1.838,-1.191e-6,-7.017,0.003,82.921,90.007,313.899,22.81,0.006,6.969e-5,9.792,27.311,21.784,1.382,32.943,10.718,1.023,0.287,0.102,0.123,0.516,0.184,0.255,-2.968e-4,0,0,0,0,-2.609e-4,2.232,90,14.896,1011.378,0.001,340.326,0.149,1.612e6,4,12.566,0.02,0.067,0.006
0.926,16.989,16.989,52.381,52.449,90.376,91.434,0.311,-8.395e-6,0.311,90.002,2.682,13.866,28.61,-80.6,1.831,-5.546e-7,-2.828,2.009e-4,82.822,90.007,312.95,21.861,0.006,6.964e-5,9.792,27.313,21.728,1.396,32.743,10.685,1.098,0.287,0.102,0.123,0.516,0.184,0.257,4.821e-4,0,0,0,0,-3.948e-5,2.221,90,14.89,1011.258,0.001,340.322,0.155,1.669e6,4,12.566,0.018,0.068,0.007
0.944,17.965,17.965,54.034,54.114,89.843,90.904,0.362,-1.257e-5,0.362,90.002,2.936,13.846,28.61,-80.6,1.752,-8.942e-7,1.247,-0.002,82.807,90.007,312.079,20.99,0.006,6.96e-5,9.792,27.323,21.675,1.412,32.56,10.655,1.169,0.287,0.102,0.123,0.516,0.175,0.247,-3.502e-4,0,0,0,0,7.214e-6,2.211,90,14.883,1011.143,0.001,340.318,0.159,1.722e6,4,12.566,0.018,0.069,0.007
0.962,18.941,18.941,55.629,55.72,89.345,90.381,0.417,-1.719e-5,0.417,90.002,3.181,13.643,28.61,-80.6,1.61,-1.186e-6,5.23,0.002,82.865,90.007,311.233,20.144,0.006,6.956e-5,9.792,27.341,21.624,1.429,32.382,10.625,1.238,0.287,0.102,0.124,0.516,0.16,0.228,3.828e-4,0,0,0,0,1.196e-4,2.2,90,14.877,1011.029,0.001,340.314,0.164,1.773e6,4,12.566,0.018,0.069,0.007
0.98,19.964,19.964,57.243,57.346,88.856,89.838,0.477,-2.243e-5,0.477,90.003,3.425,13.25,28.61,-80.6,1.403,-1.117e-6,9.114,0.005,82.995,90.006,310.373,19.284,0.006,6.951e-5,9.792,27.367,21.572,1.449,32.2,10.595,1.309,0.287,0.102,0.124,0.515,0.138,0.199,-4.632e-4,0,0,0,0,3.431e-4,2.19,90,14.87,1010.909,0.001,340.31,0.169,1.825e6,4,12.566,0.02,0.07,0.007
1,21.129,21.129,59.019,59.134,88.332,89.227,0.548,-2.876e-5,0.548,90.003,3.684,12.608,28.61,-80.6,1.11,-2.616e-6,12.947,0.008,83.218,90.005,309.421,18.332,0.006,6.947e-5,9.792,27.406,21.513,1.473,32,10.561,1.39,0.286,0.102,0.124,0.514,0.108,0.157,3.307e-5,0,0,0,0,6.512e-4,2.178,90,14.863,1010.772,0.001,340.306,0.174,1.881e6,4,12.566,0.023,0.071,0.008
1.023,22.51,22.51,60.933,61.061,77.97,78.68,0.636,-3.646e-5,0.636,90.003,3.951,10.544,28.61,-80.6,0.719,-1.149e-6,16.36,0.007,83.557,90.003,308.825,17.736,0.006,6.944e-5,9.792,27.459,21.477,1.495,28.777,9.516,1.479,0.286,0.102,0.124,0.514,0.068,0.101,5.578e-6,0,0,0,0,9.753e-4,2.156,90,14.854,1010.61,0.001,340.3,0.18,1.942e6,4,12.566,0.034,0.072,0.008
