# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.964,202.198,202.198,22.707,22.981,-10.424,10.432,16.79,9.989e-4,16.79,89.997,3.536,0.397,28.61,-80.6,1.928,1.68e-5,5.31,-0.002,78.762,89.984,303.089,12,0.005,6.915e-5,9.792,27.294,21.117,1.544,0,0,0.211,0.287,0.101,0.121,0.514,0.194,0.299,2.904e-4,0,0,0,0,7.085e-4,1.776,90,13.686,989.536,0.001,339.592,0.069,7.296e5,4,12.566,0.05,0.15,0.003
5.014,203.32,203.32,22.187,22.464,-10.394,10.401,16.966,0.001,16.966,89.997,3.516,0.391,28.61,-80.6,1.984,1.593e-5,7.874,-0.002,78.432,89.985,303.089,12,0.005,6.915e-5,9.792,27.288,21.117,1.543,0,0,0.202,0.287,0.101,0.121,0.514,0.2,0.308,-5.696e-5,0,0,0,0,0.002,1.832,90,13.678,989.404,0.001,339.588,0.067,7.139e5,4,12.566,0.05,0.15,0.003
5.064,204.416,204.416,21.668,21.948,-10.366,10.373,17.141,0.001,17.141,89.996,3.496,0.373,28.61,-80.6,1.936,1.666e-5,10.493,1.192e-4,77.972,89.986,303.089,12,0.005,6.915e-5,9.792,27.293,21.117,1.544,0,0,0.194,0.287,0.101,0.121,0.514,0.195,0.298,-4.309e-4,0,0,0,0,0.003,1.892,90,13.671,989.275,0.001,339.584,0.066,6.984e5,4,12.566,0.05,0.15,0.003
5.114,205.487,205.487,21.15,21.434,-10.35,10.353,17.316,0.001,17.316,89.996,3.48,0.277,28.61,-80.6,1.27,1.616e-5,12.355,0.001,77.397,89.988,303.089,12,0.005,6.915e-5,9.792,27.376,21.117,1.565,0,0,0.183,0.287,0.101,0.121,0.511,0.124,0.189,-1.468e-4,0,0,0,0,0.004,1.743,90,13.664,989.15,0.001,339.579,0.064,6.814e5,4,12.566,0.05,0.151,0.003
5.164,206.531,206.531,20.633,20.922,-10.328,10.33,17.489,0.001,17.489,89.996,3.468,0.24,28.61,-80.6,0.995,1.635e-5,13.568,0.004,76.747,89.99,303.089,12,0.005,6.915e-5,9.792,27.412,21.117,1.574,0,0,0.174,0.287,0.101,0.121,0.51,0.096,0.145,-1.998e-4,0,0,0,0,0.006,1.772,90,13.658,989.027,0.001,339.575,0.063,6.658e5,4,12.566,0.05,0.151,0.003
5.214,207.55,207.55,20.117,20.412,-10.306,10.308,17.662,0.001,17.662,89.996,3.456,0.211,28.61,-80.6,0.761,1.614e-5,14.544,0.009,76.043,89.992,303.089,12,0.005,6.915e-5,9.792,27.443,21.117,1.582,0,0,0.166,0.287,0.101,0.12,0.509,0.072,0.108,2.749e-4,0,0,0,0,0.007,1.828,90,13.651,988.908,0.001,339.571,0.061,6.505e5,4,12.566,0.05,0.151,0.003
5.264,208.543,208.543,19.602,19.903,-10.292,10.293,17.835,0.001,17.835,89.996,3.447,0.148,28.61,-80.6,0.142,1.609e-5,14.925,0.064,75.304,89.993,303.089,12,0.005,6.915e-5,9.792,27.53,21.117,1.603,0,0,0.158,0.287,0.101,0.12,0.509,0.013,0.014,-1.026e-4,0,0,0,0,0.007,1.746,90,13.644,988.791,0.001,339.567,0.06,6.341e5,4,12.566,0.05,0.152,0.003
5.314,209.51,209.51,19.088,19.396,-10.274,10.275,18.007,0.001,18.007,89.996,3.441,0.117,28.61,-80.6,0.198,1.605e-5,-14.841,0.064,74.558,89.995,303.089,12,0.005,6.915e-5,9.792,27.521,21.117,1.601,0,0,0.15,0.287,0.101,0.12,0.509,0.018,0.037,-3.444e-4,0,0,0,0,-0.008,1.761,90,13.638,988.678,0.001,339.564,0.058,6.186e5,4,12.566,0.05,0.152,0.002
5.364,210.452,210.452,18.575,18.89,-10.257,10.257,18.179,0.001,18.179,89.996,3.435,0.093,28.61,-80.6,0.49,1.613e-5,-14.492,0.032,73.824,89.996,303.089,12,0.005,6.915e-5,9.792,27.48,21.117,1.591,0,0,0.143,0.287,0.101,0.12,0.509,0.046,0.081,-1.499e-4,0,0,0,0,-0.008,1.781,90,13.632,988.568,0.001,339.56,0.057,6.032e5,4,12.566,0.05,0.153,0.002
5.414,211.368,211.368,18.062,18.386,-10.241,10.241,18.351,0.001,18.351,89.996,3.432,0.065,28.61,-80.6,0.842,1.609e-5,-13.854,0.022,73.114,89.996,303.089,12,0.005,6.915e-5,9.792,27.432,21.117,1.579,0,0,0.136,0.287,0.101,0.12,0.51,0.08,0.135,2.326e-4,0,0,0,0,-0.007,1.763,90,13.626,988.46,0.001,339.556,0.055,5.876e5,4,12.566,0.05,0.153,0.002
5.464,212.258,212.258,17.551,17.883,-10.225,10.225,18.522,0.001,18.522,89.996,3.429,0.045,28.61,-80.6,1.111,1.624e-5,-13.001,0.016,72.442,89.996,303.089,12,0.005,6.915e-5,9.792,27.396,21.117,1.57,0,0,0.129,0.287,0.101,0.12,0.51,0.108,0.176,4.533e-4,0,0,0,0,-0.007,1.752,90,13.62,988.356,0.001,339.553,0.054,5.721e5,4,12.566,0.05,0.154,0.002
5.514,213.123,213.123,17.04,17.381,-10.209,10.209,18.694,0.001,18.694,89.996,3.427,0.025,28.61,-80.6,1.404,1.601e-5,-11.955,0.013,71.817,89.997,303.089,12,0.005,6.915e-5,9.792,27.358,21.117,1.56,0,0,0.122,0.287,0.101,0.12,0.511,0.138,0.222,1.789e-4,0,0,0,0,-0.006,1.711,90,13.615,988.254,0.001,339.549,0.052,5.563e5,4,12.566,0.05,0.154,0.002
5.564,213.962,213.962,16.53,16.881,-10.191,10.191,18.865,0.001,18.865,89.996,3.426,0.015,28.61,-80.6,1.575,1.562e-5,-10.777,0.012,71.249,89.997,303.089,12,0.005,6.915e-5,9.792,27.337,21.117,1.555,0,0,0.116,0.287,0.101,0.12,0.512,0.156,0.248,4.949e-4,0,0,0,0,-0.005,1.683,90,13.609,988.156,0.001,339.546,0.051,5.408e5,4,12.566,0.05,0.155,0.002
5.614,214.776,214.776,16.021,16.383,-10.169,10.169,19.036,0.002,19.036,89.995,3.425,0.016,28.61,-80.6,1.594,1.594e-5,-9.616,0.012,70.739,89.997,303.089,12,0.005,6.915e-5,9.792,27.334,21.117,1.554,0,0,0.109,0.287,0.101,0.12,0.512,0.158,0.25,4.563e-4,0,0,0,0,-0.004,1.678,90,13.604,988.06,0.001,339.543,0.05,5.255e5,4,12.566,0.05,0.155,0.002
5.664,215.564,215.564,15.513,15.887,-10.148,10.148,19.207,0.002,19.207,89.995,3.425,0.014,28.61,-80.6,1.647,1.601e-5,-8.493,0.012,70.286,89.996,303.089,12,0.005,6.915e-5,9.792,27.328,21.117,1.553,0,0,0.103,0.287,0.101,0.12,0.512,0.164,0.258,-1.011e-4,0,0,0,0,-0.004,1.636,90,13.599,987.968,0.001,339.54,0.048,5.1e5,4,12.566,0.05,0.156,0.002
5.714,216.327,216.327,15.006,15.392,-10.125,10.125,19.379,0.002,19.379,89.995,3.424,0.022,28.61,-80.6,1.551,1.595e-5,-7.424,0.013,69.889,89.996,303.089,12,0.005,6.915e-5,9.792,27.34,21.117,1.556,0,0,0.097,0.287,0.101,0.12,0.512,0.153,0.242,-1.249e-4,0,0,0,0,-0.003,1.615,90,13.594,987.878,0.001,339.537,0.047,4.947e5,4,12.566,0.05,0.156,0.002
5.764,217.065,217.065,14.501,14.899,-10.094,10.094,19.55,0.002,19.55,89.995,3.422,0.051,28.61,-80.6,1.051,1.607e-5,-6.622,0.015,69.539,89.995,303.089,12,0.005,6.915e-5,9.792,27.404,21.117,1.572,0,0,0.091,0.287,0.101,0.12,0.51,0.101,0.162,3.271e-4,0,0,0,0,-0.003,1.687,90,13.589,987.792,0.001,339.534,0.045,4.804e5,4,12.566,0.05,0.156,0.002
5.814,217.778,217.778,13.997,14.408,-10.065,10.066,19.721,0.002,19.721,89.995,3.419,0.075,28.61,-80.6,0.542,1.602e-5,-6.187,0.021,69.22,89.994,303.089,12,0.005,6.915e-5,9.792,27.472,21.117,1.589,0,0,0.085,0.287,0.101,0.12,0.509,0.051,0.084,-1.386e-4,0,0,0,0,-0.002,1.742,90,13.584,987.708,0.001,339.531,0.044,4.661e5,4,12.566,0.05,0.157,0.002
5.864,218.465,218.465,13.494,13.919,-10.045,10.045,19.892,0.002,19.892,89.995,3.415,0.078,28.61,-80.6,0.416,1.599e-5,-5.955,0.022,68.917,89.993,303.089,12,0.005,6.915e-5,9.792,27.49,21.117,1.593,0,0,0.08,0.287,0.101,0.12,0.509,0.039,0.064,-2.632e-4,0,0,0,0,-0.002,1.675,90,13.58,987.628,0.001,339.528,0.042,4.506e5,4,12.566,0.05,0.157,0.002
5.914,219.127,219.127,12.992,13.433,-10.026,10.026,20.062,0.002,20.062,89.995,3.411,0.077,28.61,-80.6,0.339,1.598e-5,-5.719,0.021,68.626,89.992,303.089,12,0.005,6.915e-5,9.792,27.501,21.117,1.596,0,0,0.074,0.287,0.101,0.12,0.508,0.032,0.053,4.309e-4,0,0,0,0,-0.002,1.585,90,13.576,987.55,0.001,339.526,0.041,4.349e5,4,12.566,0.05,0.157,0.002
5.964,219.764,219.764,12.492,12.948,-10,10,20.233,0.002,20.233,89.995,3.407,0.1,28.61,-80.6,0.352,1.597e-5,5.731,-0.002,68.341,89.991,303.089,12,0.005,6.915e-5,9.792,27.499,21.117,1.595,0,0,0.07,0.287,0.101,0.12,0.508,0.033,0.05,3.96e-4,0,0,0,0,0.002,1.643,90,13.572,987.475,0.001,339.523,0.04,4.21e5,4,12.566,0.05,0.158,0.002
6.014,220.376,220.376,11.992,12.465,-9.979,9.979,20.403,0.002,20.403,89.995,3.401,0.111,28.61,-80.6,0.804,1.599e-5,5.958,-0.008,68.049,89.99,303.089,12,0.005,6.915e-5,9.791,27.436,21.117,1.58,0,0,0.065,0.287,0.101,0.12,0.509,0.077,0.118,-1.299e-4,0,0,0,0,0.003,1.629,90,13.568,987.404,0.001,339.521,0.038,4.063e5,4,12.566,0.05,0.158,0.002
6.064,220.963,220.963,11.494,11.985,-9.958,9.958,20.573,0.002,20.573,89.995,3.395,0.125,28.61,-80.6,1.338,1.595e-5,6.386,-0.009,67.741,89.989,303.089,12,0.005,6.915e-5,9.791,27.366,21.117,1.562,0,0,0.061,0.287,0.101,0.12,0.511,0.131,0.201,-1.45e-4,0,0,0,0,0.004,1.625,90,13.564,987.335,0.001,339.519,0.037,3.918e5,4,12.566,0.05,0.158,0.002
6.114,221.526,221.526,10.996,11.507,-9.939,9.94,20.742,0.002,20.742,89.995,3.389,0.134,28.61,-80.6,1.825,1.6e-5,6.949,-0.01,67.409,89.988,303.089,12,0.005,6.915e-5,9.791,27.306,21.117,1.547,0,0,0.057,0.289,0.101,0.12,0.515,0.183,0.278,-3.757e-4,0,0,0,0,0.005,1.603,90,13.56,987.269,0.001,339.516,0.036,3.772e5,4,12.566,0.05,0.159,0.001
6.164,222.063,222.063,10.5,11.031,-9.917,9.919,20.912,0.002,20.912,89.995,3.382,0.157,28.61,-80.6,2.689,1.606e-5,7.739,-0.01,67.043,89.987,303.089,12,0.005,6.915e-5,9.791,27.205,21.117,1.522,0,0,0.053,0.291,0.101,0.12,0.523,0.28,0.42,3.763e-4,0,0,0,0,0.006,1.659,90,13.557,987.206,0.001,339.514,0.034,3.638e5,4,12.566,0.05,0.159,0.001
6.214,222.576,222.576,10.005,10.558,-9.898,9.9,21.081,0.002,21.081,89.994,3.373,0.174,28.61,-80.6,3.454,1.603e-5,8.765,-0.01,66.631,89.986,303.089,12,0.005,6.915e-5,9.791,27.123,21.117,1.502,0,0,0.05,0.294,0.101,0.12,0.531,0.373,0.551,-1.072e-4,0,0,0,0,0.008,1.685,90,13.553,987.146,0.001,339.512,0.033,3.502e5,4,12.566,0.05,0.159,0.001
6.264,223.063,223.063,9.51,10.088,-9.88,9.881,21.249,0.002,21.249,89.994,3.364,0.19,28.61,-80.6,4.254,1.604e-5,9.951,-0.011,66.164,89.985,303.089,12,0.005,6.915e-5,9.791,27.044,21.117,1.482,0,0,0.047,0.296,0.101,0.12,0.542,0.475,0.692,3.2e-4,0,0,0,0,0.012,1.711,90,13.55,987.088,0.001,339.51,0.032,3.367e5,4,12.566,0.05,0.16,0.001
6.314,223.527,223.527,9.017,9.62,-9.859,9.861,21.417,0.002,21.417,89.994,3.354,0.215,28.61,-80.6,5.347,1.607e-5,11.393,-0.011,65.631,89.984,303.089,12,0.005,6.915e-5,9.791,26.945,21.117,1.457,0,0,0.045,0.299,0.101,0.12,0.556,0.624,0.893,4.31e-4,0,0,0,0,0.016,1.792,90,13.547,987.034,0.001,339.508,0.031,3.243e5,4,12.566,0.05,0.16,0.001
6.364,223.965,223.965,8.524,9.156,-9.841,9.844,21.584,0.002,21.584,89.994,3.343,0.23,28.61,-80.6,6.245,1.606e-5,13.001,-0.011,65.022,89.984,303.089,12,0.005,6.915e-5,9.791,26.87,21.117,1.438,0,0,0.043,0.302,0.101,0.12,0.57,0.755,1.063,-1.259e-5,0,0,0,0,0.023,1.824,90,13.544,986.983,0.001,339.507,0.029,3.113e5,4,12.566,0.05,0.161,0.001
6.414,224.379,224.379,8.033,8.696,-9.82,9.824,21.751,0.002,21.751,89.994,3.331,0.253,28.61,-80.6,7.422,1.605e-5,14.828,-0.01,64.327,89.983,303.089,12,0.005,6.915e-5,9.791,26.781,21.117,1.416,0,0,0.041,0.304,0.101,0.12,0.589,0.938,1.295,5.955e-5,0,0,0,0,0.033,1.904,90,13.542,986.934,0.001,339.505,0.028,2.995e5,4,12.566,0.05,0.161,0.001
6.464,224.768,224.768,7.542,8.24,-9.803,9.807,21.918,0.002,21.918,89.994,3.318,0.263,28.61,-80.6,8.36,1.614e-5,16.786,-0.01,63.537,89.983,303.089,12,0.005,6.915e-5,9.791,26.717,21.117,1.4,0,0,0.038,0.307,0.101,0.12,0.605,1.093,1.485,4.212e-4,0,0,0,0,0.046,1.928,90,13.539,986.888,0.001,339.504,0.027,2.869e5,4,12.566,0.05,0.161,0.001
6.514,225.133,225.133,7.052,7.788,-9.785,9.789,22.083,0.002,22.083,89.994,3.305,0.276,28.61,-80.6,9.455,1.61e-5,18.876,-0.01,62.646,89.983,303.089,12,0.005,6.915e-5,9.791,26.648,21.117,1.383,0,0,0.036,0.31,0.101,0.12,0.624,1.284,1.712,3.807e-4,0,0,0,0,0.063,1.973,90,13.537,986.846,0.001,339.502,0.026,2.751e5,4,12.566,0.05,0.161,0.001
6.564,225.474,225.474,6.563,7.342,-9.772,9.776,22.248,0.002,22.248,89.994,3.291,0.274,28.61,-80.6,10.226,1.606e-5,21.016,-0.009,61.649,89.982,303.089,12,0.005,6.915e-5,9.791,26.603,21.117,1.371,0,0,0.034,0.314,0.101,0.12,0.639,1.424,1.867,-3.377e-4,0,0,0,0,0.086,1.944,90,13.534,986.806,0.001,339.501,0.025,2.622e5,4,12.566,0.036,0.162,9.677e-4
# Event EJECTION_CHARGE occurred at t=6.6 seconds
6.6,225.701,225.701,6.215,7.028,-9.765,9.769,22.365,0.002,22.365,89.994,3.281,0.265,28.61,-80.6,10.631,1.604e-5,22.5,-0.009,60.873,89.982,303.089,12,0.005,6.915e-5,9.791,26.58,21.117,1.366,0,0,0.032,0.316,0.101,0.12,0.647,1.5,1.943,2.013e-4,0,0,0,0,0.106,1.889,90,13.533,986.779,0.001,339.5,0.024,2.525e5,4,12.566,0.003,0.162,9.285e-4
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.601 seconds
6.603,225.717,225.717,6.191,7.006,-38.308,45.116,22.373,0.002,22.373,89.994,3.281,23.83,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,11.263,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.893,90,13.533,986.777,0.001,339.5,0.024,2.519e5,4,12.566,0.022,0.257,9.258e-4
6.625,225.845,225.845,5.342,6.009,-31.44,36.708,22.44,0.002,22.44,89.994,2.752,18.947,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,8.719,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,90,13.532,986.762,0.001,339.499,0.021,2.217e5,4,12.566,0.027,0.258,7.93e-4
6.652,225.979,225.979,4.485,5.012,-25.511,29.437,22.508,0.002,22.508,89.994,2.236,14.689,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,6.52,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,90,13.531,986.746,0.001,339.499,0.018,1.917e5,4,12.566,0.034,0.258,6.603e-4
6.686,226.116,226.116,3.618,4.014,-20.421,23.076,22.576,0.003,22.576,89.994,1.737,10.746,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,4.581,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,90,13.53,986.73,0.001,339.498,0.015,1.607e5,4,12.566,0.043,0.258,5.28e-4
6.729,226.254,226.254,2.734,3.015,-16.338,18.028,22.641,0.003,22.641,89.994,1.272,7.621,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,3.045,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,90,13.529,986.714,0.001,339.498,0.012,1.31e5,4,12.566,0.055,0.258,3.96e-4
6.785,226.38,226.38,1.827,2.015,-13.246,14.238,22.7,0.003,22.7,89.994,0.849,5.221,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,1.897,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.913,90,13.529,986.699,0.001,339.497,0.01,1.034e5,4,12.566,0.07,0.258,2.647e-4
6.855,226.476,226.476,0.897,1.018,-11.062,11.538,22.746,0.003,22.746,89.993,0.482,3.279,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,1.066,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.832,90,13.528,986.688,0.001,339.497,0.007,7.75e4,4,12.566,0.081,0.258,1.346e-4
# Event APOGEE occurred at t=6.936 seconds
6.936,226.512,226.512,0,0.216,-9.792,10.098,22.775,0.003,22.775,89.993,0.216,2.469,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,0.748,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.863,90,13.528,986.684,0.001,339.497,0.006,6.494e4,4,12.566,0.099,0.258,3.154e-5
7.035,226.464,226.464,-0.97,0.97,-8.666,8.911,22.784,0.003,22.784,89.993,0.028,2.074,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,0.715,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815,90,13.528,986.69,0.001,339.497,0.006,6.348e4,4,12.566,0.112,0.258,1.242e-4
7.147,226.301,226.301,-1.942,1.96,-6.882,7.372,22.768,0.003,22.768,89.993,0.261,2.644,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,1.192,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,90,13.529,986.709,0.001,339.498,0.008,8.195e4,4,12.566,0.136,0.259,2.516e-4
7.283,225.974,225.974,-2.876,2.942,-4.646,5.153,22.708,0.003,22.708,89.993,0.62,2.23,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,1.7,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.866,90,13.531,986.747,0.001,339.499,0.009,9.787e4,4,12.566,0.194,0.259,3.791e-4
7.477,225.329,225.329,-3.777,3.921,-1.372,2.592,22.546,0.003,22.546,89.993,1.052,2.199,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.638,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.039,90,13.535,986.823,0.001,339.501,0.011,1.219e5,4,12.566,0.232,0.259,5.074e-4
7.709,224.416,224.416,-4.095,4.383,-0.172,0.927,22.243,0.003,22.243,89.993,1.562,0.911,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.929,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,90,13.541,986.93,0.001,339.505,0.012,1.285e5,4,12.566,0.214,0.259,5.717e-4
7.923,223.537,223.537,-4.132,4.49,-0.04,0.175,21.888,0.003,21.888,89.993,1.757,0.171,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.956,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.83,90,13.547,987.033,0.001,339.508,0.012,1.291e5,4,12.566,0.212,0.259,5.878e-4
8.135,222.66,222.66,-4.14,4.512,0.009,0.426,21.512,0.003,21.512,89.992,1.793,0.426,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.973,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.973,90,13.553,987.136,0.001,339.512,0.012,1.294e5,4,12.566,0.211,0.259,5.911e-4
8.346,221.785,221.785,-4.139,4.547,-0.008,0.048,21.123,0.003,21.123,89.992,1.883,0.048,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.863,90,13.558,987.238,0.001,339.515,0.012,1.293e5,4,12.566,0.212,0.259,5.968e-4
8.557,220.909,220.909,-4.14,4.544,0.004,0.238,20.726,0.003,20.726,89.992,1.873,0.238,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.791,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.974,90,13.564,987.341,0.001,339.519,0.012,1.294e5,4,12.566,0.211,0.259,5.964e-4
8.769,220.034,220.034,-4.14,4.565,-0.002,0.044,20.324,0.003,20.324,89.992,1.924,0.044,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,90,13.57,987.444,0.001,339.522,0.012,1.293e5,4,12.566,0.211,0.259,5.997e-4
8.98,219.159,219.159,-4.14,4.561,0.004,0.243,19.919,0.003,19.919,89.992,1.914,0.243,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.017,90,13.575,987.546,0.001,339.526,0.012,1.294e5,4,12.566,0.211,0.259,5.991e-4
9.192,218.284,218.284,-4.139,4.582,-1.114e-5,0.207,19.509,0.003,19.509,89.992,1.966,0.207,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.053,90,13.581,987.649,0.001,339.529,0.012,1.294e5,4,12.566,0.5,0.259,6.025e-4
9.692,216.214,216.214,-4.139,4.628,0.006,0.337,18.5,0.003,18.5,89.991,2.069,0.337,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.927,90,13.595,987.892,0.001,339.537,0.012,1.294e5,4,12.566,0.211,0.26,6.099e-4
9.903,215.339,215.339,-4.138,4.595,-0.005,0.005,18.07,0.003,18.07,89.991,1.998,0.002,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.997,90,13.6,987.994,0.001,339.541,0.012,1.293e5,4,12.566,0.211,0.26,6.047e-4
10.115,214.464,214.464,-4.139,4.596,0.005,0.297,17.648,0.003,17.648,89.991,1.998,0.297,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,90,13.606,988.097,0.001,339.544,0.012,1.294e5,4,12.566,0.211,0.26,6.047e-4
10.326,213.59,213.59,-4.138,4.568,-0.003,0.077,17.232,0.003,17.232,89.991,1.935,0.077,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.968,90,13.612,988.2,0.001,339.548,0.012,1.293e5,4,12.566,0.211,0.26,6.003e-4
